sentence,word,hierarchical,non-hierarchical
41,from,,HAS_CAUSE
41,the,,HAS_CAUSE
41,walls,,HAS_CAUSE
41,and,,HAS_CAUSE
41,ceiling,,HAS_CAUSE
41,of,,HAS_CAUSE
41,a,,HAS_CAUSE
41,cave,,HAS_CAUSE
41,",",,
41,generally,,
41,called,,
41,cave,,
41,breccia,,
41,.,,
42,cave,DEFINIENDUM,
42,breccia,DEFINIENDUM,
42,:,,
42,Angular,,HAS_FORM
42,fragments,GENUS,
42,of,GENUS,
42,rock,GENUS,
42,forming,,HAS_FUNCTION
42,a,,HAS_FUNCTION
42,fill,,HAS_FUNCTION
42,in,,HAS_FUNCTION
42,a,,HAS_FUNCTION
42,cave,,HAS_FUNCTION
42,",",,
42,either,,HAS_CAUSE
42,cemented,,HAS_CAUSE
42,together,,HAS_CAUSE
42,by,,HAS_CAUSE
42,dripstone,,HAS_CAUSE
42,or,,HAS_CAUSE
42,in,,HAS_CAUSE
42,a,,HAS_CAUSE
42,matrix,,HAS_CAUSE
42,of,,HAS_CAUSE
42,cave,,HAS_CAUSE
42,earth,,HAS_CAUSE
42,.,,
42,See,,
42,also,,
42,solution,,
42,breccia,,
42,.,,
43,cave,DEFINIENDUM,
43,coral,DEFINIENDUM,
43,:,,
43,A,,
43,rough,,HAS_FORM
43,",",,
43,knobby,,HAS_FORM
43,growth,,
43,of,,COMPOSITION_MEDIUM
43,calcite,,COMPOSITION_MEDIUM
43,resembling,,HAS_FORM
43,coral,,HAS_FORM
43,in,,HAS_FORM
43,shape,,HAS_FORM
43,",",,
43,generally,,HAS_SIZE
43,small,,HAS_SIZE
43,;,,
43,found,,HAS_LOCATION
43,on,,HAS_LOCATION
43,floor,,HAS_LOCATION
43,",",,HAS_LOCATION
43,walls,,HAS_LOCATION
43,",",,HAS_LOCATION
43,or,,HAS_LOCATION
43,ceiling,,HAS_LOCATION
43,of,,HAS_LOCATION
43,a,,HAS_LOCATION
43,cave,,HAS_LOCATION
43,.,,
43,Synonym,,
43,",",,
43,coral,DEFINIENDUM,
43,formation,DEFINIENDUM,
43,.,,
43,See,,
43,also,,
43,knobstone,,
43,.,,
44,cave,DEFINIENDUM,
44,earth,DEFINIENDUM,
44,",",,
44,cave,DEFINIENDUM,
44,fill,DEFINIENDUM,
44,:,,
44,Insoluble,,HAS_ATTRIBUTE
44,deposits,GENUS,COMPOSITION_MEDIUM
44,of,,COMPOSITION_MEDIUM
44,clay,,COMPOSITION_MEDIUM
44,",",,COMPOSITION_MEDIUM
44,silt,,COMPOSITION_MEDIUM
44,",",,COMPOSITION_MEDIUM
44,sand,,COMPOSITION_MEDIUM
44,",",,COMPOSITION_MEDIUM
44,or,,COMPOSITION_MEDIUM
44,gravel,,COMPOSITION_MEDIUM
44,flooring,,HAS_FUNCTION
44,or,,HAS_FUNCTION
44,filling,,HAS_FUNCTION
44,a,,HAS_FUNCTION
44,cave,,HAS_FUNCTION
44,passage,,HAS_FUNCTION
44,.,,
44,In,,COMPOSITION_MEDIUM
44,a,,COMPOSITION_MEDIUM
44,more,,COMPOSITION_MEDIUM
44,restricted,,COMPOSITION_MEDIUM
44,sense,,COMPOSITION_MEDIUM
44,",",,COMPOSITION_MEDIUM
44,cave,,COMPOSITION_MEDIUM
44,earth,,COMPOSITION_MEDIUM
44,includes,,COMPOSITION_MEDIUM
44,only,,COMPOSITION_MEDIUM
44,the,,COMPOSITION_MEDIUM
44,finer,,COMPOSITION_MEDIUM
44,fractions,,COMPOSITION_MEDIUM
44,:,,COMPOSITION_MEDIUM
44,clay,,COMPOSITION_MEDIUM
44,",",,COMPOSITION_MEDIUM
44,silt,,COMPOSITION_MEDIUM
44,",",,COMPOSITION_MEDIUM
44,and,,COMPOSITION_MEDIUM
44,fine,,COMPOSITION_MEDIUM
44,sand,,COMPOSITION_MEDIUM
44,deposits,,COMPOSITION_MEDIUM
44,.,,
45,Carbonatites,DEFINIENDUM,
45,are,DEFINITOR,
45,intrusive,,HAS_ATTRIBUTE
45,igneous,,HAS_ATTRIBUTE
45,rocks,GENUS,
45,composed,,COMPOSITION_MEDIUM
45,of,,COMPOSITION_MEDIUM
45,60,,COMPOSITION_MEDIUM
45,–,,COMPOSITION_MEDIUM
45,90%,,COMPOSITION_MEDIUM
45,carbonate,,COMPOSITION_MEDIUM
45,minerals,,COMPOSITION_MEDIUM
45,",",,COMPOSITION_MEDIUM
45,chiefly,,COMPOSITION_MEDIUM
45,calcite,,COMPOSITION_MEDIUM
45,.,,
46,Pit,DEFINIENDUM,
46,caves,DEFINIENDUM,
46,are,DEFINITOR,
46,vertical,,HAS_FORM
46,shafts,GENUS,
46,",",,
46,1,,HAS_SIZE
46,–,,HAS_SIZE
46,2,,HAS_SIZE
46,m,,HAS_SIZE
46,in,,HAS_SIZE
46,diameter,,HAS_SIZE
46,and,,HAS_SIZE
46,up,,HAS_SIZE
46,to,,HAS_SIZE
46,15,,HAS_SIZE
46,m,,HAS_SIZE
46,deep,,HAS_SIZE
46,.,,
47,Mogotes,DEFINIENDUM,
47,are,DEFINITOR,
47,isolated,,HAS_FORM
47,karst,GENUS,
47,towers,GENUS,
47,that,,
47,rise,,COMPOSITION_MEDIUM
47,from,,COMPOSITION_MEDIUM
47,the,,COMPOSITION_MEDIUM
47,blanket,,COMPOSITION_MEDIUM
47,sands,,COMPOSITION_MEDIUM
47,in,,HAS_LOCATION
47,the,,HAS_LOCATION
47,northern,,HAS_LOCATION
47,section,,HAS_LOCATION
47,.,,
48,Fenglin,DEFINIENDUM,
48,is,DEFINITOR,
48,an,DEFINITOR,
48,extreme,,HAS_FORM
48,form,,HAS_FORM
48,of,,HAS_FORM
48,karst,GENUS,HAS_FORM
48,that,,
48,only,,
48,develops,,HAS_CAUSE
48,where,,HAS_CAUSE
48,dissolution,,HAS_CAUSE
48,rates,,HAS_CAUSE
48,",",,HAS_CAUSE
48,tectonic,,HAS_CAUSE
48,uplift,,HAS_CAUSE
48,",",,HAS_CAUSE
48,and,,HAS_CAUSE
48,alluviation,,HAS_CAUSE
48,maintain,,HAS_CAUSE
48,a,,HAS_CAUSE
48,critical,,HAS_CAUSE
48,balance,,HAS_CAUSE
48,(,,
48,Zhang,,
48,",",,
48,1980,,
48,),,
48,.,,
49,The,,
49,principal,,
49,surface,,
49,karst,GENUS,
49,landforms,GENUS,
49,are,DEFINITOR,
49,shapely,,
49,solution,DEFINIENDUM,
49,dolines,DEFINIENDUM,
49,",",,
49,10,,HAS_SIZE
49,–,,HAS_SIZE
49,100,,HAS_SIZE
49,m,,HAS_SIZE
49,in,,HAS_SIZE
49,diameter,,HAS_SIZE
49,and,,HAS_SIZE
49,up,,HAS_SIZE
49,to,,HAS_SIZE
49,30,,HAS_SIZE
49,m,,HAS_SIZE
49,in,,HAS_SIZE
49,depth,,HAS_SIZE
49,.,,
50,Vertical,DEFINIENDUM,
50,shafts,DEFINIENDUM,
50,are,,
50,common,,
50,underground,,HAS_LOCATION
50,",",,
50,and,,
50,are,,
50,often,,HAS_RESULT
50,exposed,,HAS_RESULT
50,at,,HAS_RESULT
50,the,,HAS_RESULT
50,surface,,HAS_RESULT
50,",",,
50,truncated,,HAS_CAUSE
50,by,,HAS_CAUSE
50,glaciation,,HAS_CAUSE
50,and,,
50,filled,,CONTAINS
50,with,,CONTAINS
50,shattered,,CONTAINS
50,rock,,CONTAINS
50,and,,CONTAINS
50,sediment,,CONTAINS
50,.,,
51,Dolines,,
51,are,,
51,also,,
51,sometimes,,
51,known,,
51,as,,
51,sinkholes,,
51,",",,
51,particularly,,
51,by,,
51,engineers,,
51,and,,
51,especially,,
51,in,,
51,North,,
51,America,,
51,.,,
52,The,DEFINITOR,
52,term,DEFINITOR,
52,sinkhole,DEFINIENDUM,
52,is,DEFINITOR,
52,sometimes,DEFINITOR,
52,used,DEFINITOR,
52,to,DEFINITOR,
52,refer,DEFINITOR,
52,both,,
52,to,,
52,dolines,GENUS,
52,(,,
52,especially,,
52,in,,
52,North,,
52,America,,
52,and,,
52,in,,
52,the,,
52,engineering,,
52,literature,,
52,),,
52,and,,
52,to,,
52,depressions,GENUS,
52,where,,HAS_FUNCTION
52,streams,,HAS_FUNCTION
52,sink,,HAS_FUNCTION
52,underground,,HAS_FUNCTION
52,",",,
52,which,,
52,in,,
52,Europe,,
52,are,,
52,described,,
52,by,,
52,separate,,
52,terms,,
52,(,,
52,including,,
52,ponor,SPECIES,
52,",",,
52,swallow,SPECIES,
52,hole,SPECIES,
52,",",,
52,and,,
52,stream-sink,SPECIES,
52,),,
52,.,,
53,Shakehole,DEFINIENDUM,
53,is,DEFINITOR,
53,a,DEFINITOR,
53,term,DEFINITOR,
53,used,DEFINITOR,
53,in,,
53,England,,
53,to,DEFINITOR,
53,describe,DEFINITOR,
53,depressions,GENUS,
53,in,,COMPOSITION_MEDIUM
53,bouldery,,COMPOSITION_MEDIUM
53,deposits,,COMPOSITION_MEDIUM
53,such,,COMPOSITION_MEDIUM
53,as,,COMPOSITION_MEDIUM
53,glacial,,COMPOSITION_MEDIUM
53,drift,,COMPOSITION_MEDIUM
53,overlying,,COMPOSITION_MEDIUM
53,limestone,,COMPOSITION_MEDIUM
53,.,,
54,Collapse,DEFINIENDUM,
54,refers,DEFINITOR,
54,to,DEFINITOR,
54,rapid,,HAS_FUNCTION
54,downward,,HAS_FUNCTION
54,movement,GENUS,
54,of,GENUS,
54,the,GENUS,
54,ground,GENUS,
54,",",,
54,whereas,,
54,subsidence,,
54,refers,,
54,to,,
54,gradual,,
54,movement,,
54,",",,
54,sometimes,,
54,without,,
54,even,,
54,ripping,,
54,the,,
54,surface,,
54,.,,
55,Fovals,DEFINIENDUM,
55,are,DEFINITOR,
55,brown-greyish,,
55,formations,GENUS,
55,that,,
55,can,,HAS_LOCATION
55,be,,HAS_LOCATION
55,found,,HAS_LOCATION
55,in,,HAS_LOCATION
55,different,,HAS_LOCATION
55,positions,,HAS_LOCATION
55,in,,HAS_LOCATION
55,the,,HAS_LOCATION
55,caves,,HAS_LOCATION
55,",",,HAS_LOCATION
55,on,,HAS_LOCATION
55,the,,HAS_LOCATION
55,floor,,HAS_LOCATION
55,",",,HAS_LOCATION
55,or,,HAS_LOCATION
55,on,,HAS_LOCATION
55,the,,HAS_LOCATION
55,rocky,,HAS_LOCATION
55,walls,,HAS_LOCATION
55,.,,
56,Glacier,,
56,pseudokarst,,
56,also,,
56,develops,,COMPOSITION_MEDIUM
56,in,,COMPOSITION_MEDIUM
56,debris,,COMPOSITION_MEDIUM
56,where,,HAS_LOCATION
56,buried,,HAS_LOCATION
56,ice,,HAS_LOCATION
56,melts,,HAS_LOCATION
56,in,,HAS_LOCATION
56,situ,,HAS_LOCATION
56,",",,
56,developing,,HAS_CAUSE
56,closed,GENUS,HAS_CAUSE
56,depressions,GENUS,HAS_CAUSE
56,",",,
56,in,,
56,isolation,,
56,known,DEFINITOR,
56,as,DEFINITOR,
56,“,,
56,kettle,DEFINIENDUM,
56,holes,DEFINIENDUM,
56,”,,
56,",",,
56,or,,
56,assembled,,HAS_FORM
56,into,,HAS_FORM
56,extensive,,HAS_FORM
56,debris,,HAS_FORM
56,pseudokarst,,HAS_FORM
56,hillocks,,HAS_FORM
56,termed,,
56,“,,
56,hummocky,,
56,moraine,,
56,”,,
56,.,,
57,The,,
57,springs,GENUS,
57,in,,HAS_LOCATION
57,allogenic,,HAS_LOCATION
57,karst,,HAS_LOCATION
57,aquifers,,HAS_LOCATION
57,are,DEFINITOR,
57,known,DEFINITOR,
57,as,DEFINITOR,
57,resurgences,DEFINIENDUM,
57,",",,
57,and,,
57,are,,
57,often,,HAS_ATTRIBUTE
57,characterized,,HAS_ATTRIBUTE
57,by,,HAS_ATTRIBUTE
57,substantial,,HAS_ATTRIBUTE
57,variation,,HAS_ATTRIBUTE
57,in,,HAS_ATTRIBUTE
57,water,,HAS_ATTRIBUTE
57,quality,,HAS_ATTRIBUTE
57,since,,
57,they,,
57,reflect,,HAS_CAUSE
57,the,,HAS_CAUSE
57,changing,,HAS_CAUSE
57,water,,HAS_CAUSE
57,quality,,HAS_CAUSE
57,of,,HAS_CAUSE
57,the,,HAS_CAUSE
57,sinking,,HAS_CAUSE
57,streams,,HAS_CAUSE
57,.,,
58,Autogenic,,HAS_CAUSE
58,karst,,HAS_CAUSE
58,aquifers,,HAS_CAUSE
58,feed,,HAS_CAUSE
58,springs,GENUS,
58,known,DEFINITOR,
58,as,DEFINITOR,
58,exsurgences,DEFINIENDUM,
58,.,,
59,Colluvial,DEFINIENDUM,
59,transport,DEFINIENDUM,
59,is,DEFINITOR,
59,down-slope,,HAS_LOCATION
59,movement,GENUS,
59,of,GENUS,
59,sediments,GENUS,
59,without,,HAS_CAUSE
59,the,,HAS_CAUSE
59,assistance,,HAS_CAUSE
59,of,,HAS_CAUSE
59,water,,HAS_CAUSE
59,.,,
60,Stalactites,DEFINIENDUM,
60,are,DEFINITOR,
60,centimeter,,HAS_SIZE
60,to,,HAS_SIZE
60,meter,,HAS_SIZE
60,in,,HAS_SIZE
60,scale,,HAS_SIZE
60,",",,
60,hanging,,HAS_LOCATION
60,from,,HAS_LOCATION
60,the,,HAS_LOCATION
60,ceiling,,HAS_LOCATION
60,and,,
60,growing,,HAS_ATTRIBUTE
60,toward,,HAS_ATTRIBUTE
60,the,,HAS_ATTRIBUTE
60,cave,,HAS_ATTRIBUTE
60,floor,,HAS_ATTRIBUTE
60,.,,
61,Stalagmitic,DEFINIENDUM,
61,flowstones,DEFINIENDUM,
61,are,DEFINITOR,
61,a,DEFINITOR,
61,particular,DEFINITOR,
61,type,DEFINITOR,
61,of,DEFINITOR,
61,stalagmite,GENUS,
61,formed,,HAS_CAUSE
61,by,,HAS_CAUSE
61,a,,HAS_CAUSE
61,thin,,HAS_CAUSE
61,flowing,,HAS_CAUSE
61,film,,HAS_CAUSE
61,of,,HAS_CAUSE
61,water,,HAS_CAUSE
61,itself,,HAS_CAUSE
61,fed,,HAS_CAUSE
61,by,,HAS_CAUSE
61,groups,,HAS_CAUSE
61,of,,HAS_CAUSE
61,dripping,,HAS_CAUSE
61,stalactites,,HAS_CAUSE
61,",",,
61,and,,
61,coat,,HAS_LOCATION
61,the,,HAS_LOCATION
61,cave,,HAS_LOCATION
61,floor,,HAS_LOCATION
61,and,,HAS_LOCATION
61,walls,,HAS_LOCATION
61,.,,
62,Soda,DEFINIENDUM,
62,straws,DEFINIENDUM,
62,are,DEFINITOR,
62,speleothems,GENUS,
62,generated,,HAS_CAUSE
62,by,,HAS_CAUSE
62,axial,,HAS_CAUSE
62,feeding,,HAS_CAUSE
62,",",,
62,and,,
62,characterized,,HAS_FORM
62,by,,HAS_FORM
62,a,,HAS_FORM
62,central,,HAS_FORM
62,canal,,HAS_FORM
62,with,,HAS_FORM
62,constant,,HAS_FORM
62,diameter,,HAS_FORM
62,and,,HAS_FORM
62,by,,HAS_FORM
62,a,,HAS_FORM
62,wall,,HAS_FORM
62,structure,,HAS_FORM
62,that,,HAS_FORM
62,is,,HAS_FORM
62,controlled,,HAS_FORM
62,by,,HAS_FORM
62,geometric,,HAS_FORM
62,selection,,HAS_FORM
62,during,,HAS_FORM
62,growth,,HAS_FORM
62,on,,
62,the,,
62,meniscus,,
62,of,,
62,a,,
62,drip,,
62,.,,
63,Stalagmites,DEFINIENDUM,
63,are,DEFINITOR,
63,convex,,HAS_FORM
63,deposits,GENUS,HAS_FORM
63,that,,HAS_FORM
63,grow,,HAS_FORM
63,upward,,HAS_FORM
63,",",,
63,commonly,,
63,fed,,HAS_CAUSE
63,by,,HAS_CAUSE
63,an,,HAS_CAUSE
63,overhanging,,HAS_CAUSE
63,stalactite,,HAS_CAUSE
63,",",,
63,and,,
63,show,,HAS_FORM
63,flat,,HAS_FORM
63,",",,HAS_FORM
63,rounded,,HAS_FORM
63,",",,HAS_FORM
63,or,,HAS_FORM
63,slightly,,HAS_FORM
63,hollow,,HAS_FORM
63,tops,,HAS_FORM
63,",",,HAS_FORM
63,but,,HAS_FORM
63,not,,HAS_FORM
63,a,,HAS_FORM
63,central,,HAS_FORM
63,canal,,HAS_FORM
63,.,,
64,In,,
64,order,,
64,for,,
64,a,,
64,sinkhole,DEFINIENDUM,
64,to,,
64,form,,
64,in,,
64,the,,
64,first,,
64,place,,
64,",",,
64,there,,
64,are,,
64,three,,
64,requirements,,
64,:,,
64,a,,
64,drainage,,CONTAINS
64,path,,CONTAINS
64,for,,CONTAINS
64,the,,CONTAINS
64,surface,,CONTAINS
64,water,,CONTAINS
64,runoff,,CONTAINS
64,to,,CONTAINS
64,follow,,CONTAINS
64,;,,
64,a,,
64,zone,,COMPOSITION_MEDIUM
64,of,,COMPOSITION_MEDIUM
64,bedrock,,COMPOSITION_MEDIUM
64,modified,,COMPOSITION_MEDIUM
64,by,,COMPOSITION_MEDIUM
64,solution,,COMPOSITION_MEDIUM
64,located,,COMPOSITION_MEDIUM
64,at,,COMPOSITION_MEDIUM
64,or,,COMPOSITION_MEDIUM
64,near,,COMPOSITION_MEDIUM
64,the,,COMPOSITION_MEDIUM
64,surface,,COMPOSITION_MEDIUM
64,;,,
64,and,,
64,a,,HAS_ATTRIBUTE
64,covering,,HAS_ATTRIBUTE
64,of,,HAS_ATTRIBUTE
64,soil,,HAS_ATTRIBUTE
64,or,,HAS_ATTRIBUTE
64,some,,HAS_ATTRIBUTE
64,other,,HAS_ATTRIBUTE
64,material,,HAS_ATTRIBUTE
64,making,,HAS_ATTRIBUTE
64,up,,HAS_ATTRIBUTE
64,the,,HAS_ATTRIBUTE
64,land,,HAS_ATTRIBUTE
64,surface,,HAS_ATTRIBUTE
64,(,,
64,this,,
64,last,,
64,is,,
64,not,,
64,an,,
64,absolute,,
64,requirement,,
64,;,,
64,when,,
64,that,,
64,cover,,
64,is,,
64,absent,,
64,",",,
64,certain,,
64,types,,
64,of,,
64,sinkholes,,
64,can,,
64,still,,
64,form,,
64,),,
64,.,,
65,Also,,
65,known,,
65,as,,
65,ponors,DEFINIENDUM,
65,",",,
65,swallow,DEFINIENDUM,
65,holes,DEFINIENDUM,
65,are,DEFINITOR,
65,the,,HAS_LOCATION
65,point,GENUS,HAS_LOCATION
65,at,,HAS_LOCATION
65,which,,HAS_LOCATION
65,a,,HAS_LOCATION
65,sinking,,HAS_LOCATION
65,stream,,HAS_LOCATION
65,heads,,HAS_LOCATION
65,underground,,HAS_LOCATION
65,.,,
66,Swallow,DEFINIENDUM,
66,holes,DEFINIENDUM,
66,are,DEFINITOR,
66,surface,,
66,drainage,GENUS,
66,features,GENUS,
66,that,,
66,direct,,HAS_FUNCTION
66,runoff,,HAS_FUNCTION
66,into,,HAS_FUNCTION
66,an,,HAS_FUNCTION
66,underground,,HAS_FUNCTION
66,channelóin,,HAS_FUNCTION
66,other,,
66,words,,
66,",",,
66,they,,
66,are,,
66,sinkholes,,HAS_FORM
66,that,,HAS_FORM
66,form,,HAS_FORM
66,in,,HAS_FORM
66,a,,HAS_FORM
66,stream,,HAS_FORM
66,bed,,HAS_FORM
66,",",,HAS_FORM
66,often,,HAS_FORM
66,with,,HAS_FORM
66,a,,HAS_FORM
66,large,,HAS_FORM
66,vertical,,HAS_FORM
66,shaft,,HAS_FORM
66,beneath,,HAS_FORM
66,.,,
67,outflow,DEFINIENDUM,
67,cave,DEFINIENDUM,
67,-,,
67,a,,
67,cave,GENUS,
67,from,,HAS_RESULT
67,which,,HAS_RESULT
67,a,,HAS_RESULT
67,stream,,HAS_RESULT
67,flows,,HAS_RESULT
67,or,,HAS_RESULT
67,formerly,,HAS_RESULT
67,did,,HAS_RESULT
67,so,,
67,and,,
67,which,,HAS_ATTRIBUTE
67,cannot,,HAS_ATTRIBUTE
67,be,,HAS_ATTRIBUTE
67,followed,,HAS_ATTRIBUTE
67,upstream,,HAS_ATTRIBUTE
67,to,,HAS_ATTRIBUTE
67,the,,HAS_ATTRIBUTE
67,surface,,HAS_ATTRIBUTE
67,.,,
68,palaeokarst,DEFINIENDUM,
68,',,
68,fossil,DEFINIENDUM,
68,',DEFINIENDUM,
68,karst,DEFINIENDUM,
68,',DEFINIENDUM,
68,-,,
68,cave,,
68,or,,
68,karst,,
68,features,GENUS,
68,remnant,,HAS_CAUSE
68,from,,HAS_CAUSE
68,a,,HAS_CAUSE
68,previous,,HAS_CAUSE
68,period,,HAS_CAUSE
68,of,,HAS_CAUSE
68,karstification,,HAS_CAUSE
68,",",,
68,characterized,,HAS_ATTRIBUTE
68,by,,HAS_ATTRIBUTE
68,the,,HAS_ATTRIBUTE
68,presence,,HAS_ATTRIBUTE
68,of,,HAS_ATTRIBUTE
68,ancient,,HAS_ATTRIBUTE
68,(,,HAS_ATTRIBUTE
68,buried,,HAS_ATTRIBUTE
68,),,HAS_ATTRIBUTE
68,deposits,,HAS_ATTRIBUTE
68,",",,HAS_ATTRIBUTE
68,as,,HAS_ATTRIBUTE
68,lithified,,HAS_ATTRIBUTE
68,cave,,HAS_ATTRIBUTE
68,fills,,HAS_ATTRIBUTE
68,or,,HAS_ATTRIBUTE
68,breccias,,HAS_ATTRIBUTE
68,.,,
69,pendulite,DEFINIENDUM,
69,-,,
69,a,,
69,kind,,
69,of,,
69,stalactite,GENUS,
69,which,,HAS_CAUSE
69,has,,HAS_CAUSE
69,been,,HAS_CAUSE
69,partly,,HAS_CAUSE
69,submerged,,HAS_CAUSE
69,and,,
69,the,,
69,submerged,,HAS_FORM
69,part,,HAS_FORM
69,covered,,HAS_FORM
69,with,,HAS_FORM
69,dog-tooth,,HAS_FORM
69,spar,,HAS_FORM
69,to,,HAS_FORM
69,give,,HAS_FORM
69,the,,HAS_FORM
69,appearance,,HAS_FORM
69,of,,HAS_FORM
69,a,,HAS_FORM
69,drumstick,,HAS_FORM
69,.,,
70,percolation,DEFINIENDUM,
70,water,DEFINIENDUM,
70,-,,
70,water,GENUS,
70,moving,,HAS_FUNCTION
70,mainly,,HAS_FUNCTION
70,downwards,,HAS_FUNCTION
70,through,,HAS_FUNCTION
70,pores,,HAS_FUNCTION
70,",",,HAS_FUNCTION
70,cracks,,HAS_FUNCTION
70,and,,HAS_FUNCTION
70,tight,,HAS_FUNCTION
70,fissures,,HAS_FUNCTION
70,",",,
70,in,,HAS_LOCATION
70,the,,HAS_LOCATION
70,vadose,,HAS_LOCATION
70,zone,,HAS_LOCATION
70,.,,
71,permeability,DEFINIENDUM,
71,-,,
71,the,,DEFINED_AS
71,property,,DEFINED_AS
71,of,,DEFINED_AS
71,rock,,DEFINED_AS
71,or,,DEFINED_AS
71,soil,,DEFINED_AS
71,permitting,,DEFINED_AS
71,water,,DEFINED_AS
71,to,,DEFINED_AS
71,pass,,DEFINED_AS
71,through,,DEFINED_AS
71,it,,DEFINED_AS
71,.,,
72,phreatic,DEFINIENDUM,
72,water,DEFINIENDUM,
72,-,,
72,water,GENUS,
72,below,,HAS_LOCATION
72,the,,HAS_LOCATION
72,level,,HAS_LOCATION
72,at,,HAS_LOCATION
72,which,,HAS_LOCATION
72,all,,HAS_LOCATION
72,voids,,HAS_LOCATION
72,in,,HAS_LOCATION
72,the,,HAS_LOCATION
72,rock,,HAS_LOCATION
72,are,,HAS_LOCATION
72,completely,,HAS_LOCATION
72,filled,,HAS_LOCATION
72,with,,HAS_LOCATION
72,water,,HAS_LOCATION
72,.,,
73,phreatic,DEFINIENDUM,
73,zone,DEFINIENDUM,
73,-,,
73,zone,GENUS,
73,where,,HAS_LOCATION
73,voids,,HAS_LOCATION
73,in,,HAS_LOCATION
73,the,,HAS_LOCATION
73,rock,,HAS_LOCATION
73,are,,HAS_LOCATION
73,completely,,HAS_LOCATION
73,filled,,HAS_LOCATION
73,with,,HAS_LOCATION
73,water,,HAS_LOCATION
73,.,,
74,pillar,DEFINIENDUM,
74,-,,
74,a,,
74,bedrock,GENUS,
74,column,GENUS,
74,from,,HAS_FORM
74,roof,,HAS_FORM
74,to,,HAS_FORM
74,floor,,HAS_FORM
74,left,,HAS_CAUSE
74,by,,HAS_CAUSE
74,the,,HAS_CAUSE
74,removal,,HAS_CAUSE
74,of,,HAS_CAUSE
74,surrounding,,HAS_CAUSE
74,rock,,HAS_CAUSE
74,.,,
75,pipe,DEFINIENDUM,
75,-,,
75,a,,
75,tubular,,HAS_FORM
75,cavity,GENUS,
75,projecting,,HAS_LOCATION
75,as,,HAS_LOCATION
75,much,,HAS_LOCATION
75,as,,HAS_LOCATION
75,several,,HAS_LOCATION
75,metres,,HAS_LOCATION
75,down,,HAS_LOCATION
75,from,,HAS_LOCATION
75,the,,HAS_LOCATION
75,surface,,HAS_LOCATION
75,into,,HAS_LOCATION
75,',,HAS_LOCATION
75,karst,,HAS_LOCATION
75,rocks,,HAS_LOCATION
75,and,,
75,often,,CONTAINS
75,filled,,CONTAINS
75,with,,CONTAINS
75,earth,,CONTAINS
75,",",,CONTAINS
75,sand,,CONTAINS
75,",",,CONTAINS
75,gravel,,CONTAINS
75,",",,CONTAINS
75,breccia,,CONTAINS
75,",",,CONTAINS
75,etc,,CONTAINS
75,.,,
76,plunge,DEFINIENDUM,
76,pool,DEFINIENDUM,
76,-,,
76,a,,
76,swirlhole,GENUS,
76,",",,
76,generally,,HAS_SIZE
76,of,,HAS_SIZE
76,large,,HAS_SIZE
76,size,,HAS_SIZE
76,",",,
76,occurring,,HAS_LOCATION
76,at,,HAS_LOCATION
76,the,,HAS_LOCATION
76,foot,,HAS_LOCATION
76,of,,HAS_LOCATION
76,a,,HAS_LOCATION
76,waterfall,,HAS_LOCATION
76,or,,HAS_LOCATION
76,rapid,,HAS_LOCATION
76,",",,
76,on,,HAS_LOCATION
76,the,,HAS_LOCATION
76,surface,,HAS_LOCATION
76,or,,HAS_LOCATION
76,underground,,HAS_LOCATION
76,.,,
77,polje,DEFINIENDUM,
77,-,,
77,a,,
77,large,,HAS_SIZE
77,closed,GENUS,HAS_FORM
77,depression,GENUS,HAS_FORM
77,draining,,HAS_FUNCTION
77,underground,,HAS_FUNCTION
77,",",,
77,with,,HAS_FORM
77,a,,HAS_FORM
77,flat,,HAS_FORM
77,floor,,HAS_FORM
77,across,,HAS_FORM
77,which,,HAS_FORM
77,there,,HAS_FORM
77,may,,HAS_FORM
77,be,,HAS_FORM
77,an,,HAS_FORM
77,intermittent,,HAS_FORM
77,or,,HAS_FORM
77,perennial,,HAS_FORM
77,stream,,HAS_FORM
77,and,,
77,which,,HAS_RESULT
77,may,,HAS_RESULT
77,be,,HAS_RESULT
77,liable,,HAS_RESULT
77,to,,HAS_RESULT
77,flood,,HAS_RESULT
77,and,,HAS_RESULT
77,become,,HAS_RESULT
77,a,,HAS_RESULT
77,lake,,HAS_RESULT
77,.,,
77,the,,HAS_FORM
77,floor,,HAS_FORM
77,makes,,HAS_FORM
77,a,,HAS_FORM
77,sharp,,HAS_FORM
77,break,,HAS_FORM
77,with,,HAS_FORM
77,parts,,HAS_FORM
77,of,,HAS_FORM
77,surrounding,,HAS_FORM
77,slopes,,HAS_FORM
77,.,,
78,polygonal,DEFINIENDUM,
78,karst,DEFINIENDUM,
78,-,,
78,karst,GENUS,
78,completely,,
78,pitted,,HAS_FORM
78,by,,HAS_FORM
78,closed,,HAS_FORM
78,depressions,,HAS_FORM
78,so,,HAS_FORM
78,that,,HAS_FORM
78,divides,,HAS_FORM
78,between,,HAS_FORM
78,them,,HAS_FORM
78,form,,HAS_FORM
78,a,,HAS_FORM
78,crudely,,HAS_FORM
78,polygonal,,HAS_FORM
78,network,,HAS_FORM
78,.,,
79,porosity,DEFINIENDUM,
79,-,,
79,the,,
79,property,GENUS,DEFINED_AS
79,of,,DEFINED_AS
79,rock,,DEFINED_AS
79,or,,DEFINED_AS
79,soil,,DEFINED_AS
79,of,,DEFINED_AS
