Sentence,Word,POS,Tag
,1981,NUM,O
,",",PUNCT,O
,Pulido-Bosch,PROPN,O
,1986,NUM,O
,",",PUNCT,O
,Macaluso,PROPN,O
,and,CCONJ,O
,Sauro,PROPN,O
,1996,NUM,O
,),PUNCT,O
,.,PUNCT,O
Sentence 50,Clasts,NOUN,GEN
,with,ADP,O
,microrills,NOUN,O
,are,AUX,O
,rillensteine,NOUN,DFD
,(,PUNCT,O
,Laudermilk,PROPN,O
,and,CCONJ,O
,Woodford,PROPN,O
,1932,NUM,O
,),PUNCT,O
,.,PUNCT,O
Sentence 51,Solution,NOUN,DFD
,runnels,NOUN,DFD
,are,AUX,O
,normal,ADJ,O
,Hortonian,ADJ,O
,channels,NOUN,GEN
,",",PUNCT,O
,heading,VERB,O
,where,ADV,O
,sheetflow,NOUN,O
,or,CCONJ,O
,wash,NOUN,O
,on,ADP,O
,a,DET,O
,slope,NOUN,O
,breaks,VERB,O
,down,ADP,O
,into,ADP,O
,linear,ADJ,O
,threads,NOUN,O
,.,PUNCT,O
Sentence 52,Solution,NOUN,DFD
,dolines,NOUN,DFD
,are,AUX,O
,a,DET,O
,common,ADJ,O
,feature,NOUN,GEN
,of,ADP,GEN
,karst,NOUN,GEN
,in,ADP,O
,humid,ADJ,O
,areas,NOUN,O
,",",PUNCT,O
,yet,CCONJ,O
,not,ADV,O
,all,DET,O
,carbonate,NOUN,O
,rocks,NOUN,O
,support,VERB,O
,them,PRON,O
,.,PUNCT,O
Sentence 53,Pinnacle,NOUN,DFD
,karst,NOUN,DFD
,is,AUX,O
,a,DET,O
,spectacular,ADJ,O
,small-scale,NOUN,O
,landform,NOUN,GEN
,found,VERB,O
,principally,ADV,O
,in,ADP,O
,the,DET,O
,humid,ADJ,O
,tropics,NOUN,O
,and,CCONJ,O
,subtropics,NOUN,O
,",",PUNCT,O
,with,SCONJ,O
,the,DET,O
,best,ADV,O
,known,VERB,O
,examples,NOUN,O
,coming,VERB,O
,from,ADP,O
,Gunung,PROPN,O
,Api,PROPN,O
,",",PUNCT,O
,Mulu,PROPN,O
,",",PUNCT,O
,and,CCONJ,O
,Mount,PROPN,O
,Kaijende,PROPN,O
,",",PUNCT,O
,New,PROPN,O
,Guinea,PROPN,O
,.,PUNCT,O
Sentence 54,Caves,NOUN,DFD
,are,AUX,O
,natural,ADJ,GEN
,museums,NOUN,GEN
,",",PUNCT,O
,preserving,VERB,O
,important,ADJ,O
,archaeological,ADJ,O
,evidence,NOUN,O
,as,ADV,O
,well,ADV,O
,as,ADP,O
,sediments,NOUN,O
,and,CCONJ,O
,deposits,NOUN,O
,that,PRON,O
,provide,VERB,O
,clues,NOUN,O
,to,ADP,O
,past,ADJ,O
,environments,NOUN,O
,.,PUNCT,O
Sentence 55,Blue,ADJ,DFD
,holes,NOUN,DFD
,are,AUX,O
,water-filled,NOUN,O
,vertical,ADJ,GEN
,openings,NOUN,GEN
,in,ADP,O
,the,DET,O
,carbonate,NOUN,O
,rock,NOUN,O
,of,ADP,O
,the,DET,O
,islands,NOUN,O
,",",PUNCT,O
,which,PRON,O
,exhibit,VERB,O
,complex,ADJ,O
,morphologies,NOUN,O
,",",PUNCT,O
,ecologies,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,water,NOUN,O
,chemistries,NOUN,O
,.,PUNCT,O
Sentence 56,Blue,ADJ,DFD
,holes,NOUN,DFD
,are,AUX,O
,the,DET,O
,composite,NOUN,O
,result,NOUN,O
,of,ADP,O
,carbonate,NOUN,O
,deposition,NOUN,O
,and,CCONJ,O
,dissolution,NOUN,O
,cycles,NOUN,O
,",",PUNCT,O
,which,PRON,O
,have,AUX,O
,been,AUX,O
,controlled,VERB,O
,by,ADP,O
,glacial,ADJ,O
,sea-level,NOUN,O
,fluctuations,NOUN,O
,.,PUNCT,O
Sentence 57,The,DET,O
,term,NOUN,O
,',PUNCT,O
,blue,ADJ,DFD
,hole,NOUN,DFD
,',PUNCT,O
,has,AUX,O
,been,AUX,O
,used,VERB,O
,in,ADP,O
,a,DET,O
,variety,NOUN,O
,of,ADP,O
,ways,NOUN,O
,",",PUNCT,O
,but,CCONJ,O
,they,PRON,O
,are,AUX,O
,best,ADV,O
,defined,VERB,O
,as,ADP,O
,:,PUNCT,O
,',PUNCT,O
,subsurface,NOUN,GEN
,voids,NOUN,GEN
,that,PRON,O
,are,AUX,O
,developed,VERB,O
,in,ADP,O
,carbonate,NOUN,O
,banks,NOUN,O
,and,CCONJ,O
,islands,NOUN,O
,;,PUNCT,O
,are,AUX,O
,open,ADJ,O
,to,ADP,O
,the,DET,O
,Earth,NOUN,O
,',PART,O
,s,PART,O
,surface,NOUN,O
,;,PUNCT,O
,contain,VERB,O
,tidally,NOUN,O
,influenced,VERB,O
,waters,NOUN,O
,of,ADP,O
,fresh,ADJ,O
,",",PUNCT,O
,marine,ADJ,O
,",",PUNCT,O
,or,CCONJ,O
,mixed,VERB,O
,chemistry,NOUN,O
,;,PUNCT,O
,extend,VERB,O
,below,ADP,O
,sea-level,NOUN,O
,for,ADP,O
,a,DET,O
,majority,NOUN,O
,of,ADP,O
,their,PRON,O
,depth,NOUN,O
,;,PUNCT,O
,and,CCONJ,O
,may,AUX,O
,provide,VERB,O
,access,NOUN,O
,to,ADP,O
,submerged,VERB,O
,cave,NOUN,O
,passages,NOUN,O
,.,PUNCT,O
Sentence 58,Carbon,NOUN,DFD
,dioxide,NOUN,DFD
,in,ADP,O
,aqueous,NOUN,O
,solution,NOUN,O
,is,AUX,O
,a,DET,O
,critical,ADJ,O
,component,NOUN,O
,in,ADP,O
,both,CCONJ,O
,the,DET,O
,solution,NOUN,O
,and,CCONJ,O
,precipitation,NOUN,O
,of,ADP,O
,speleothems,NOUN,O
,and,CCONJ,O
,the,DET,O
,solution,NOUN,O
,of,ADP,O
,limestone,NOUN,O
,.,PUNCT,O
Sentence 59,Diagenesis,NOUN,DFD
,is,AUX,O
,a,DET,O
,term,NOUN,O
,describing,VERB,O
,processes,NOUN,GEN
,of,ADP,O
,compaction,NOUN,O
,and,CCONJ,O
,/,PUNCT,O
,or,CCONJ,O
,cementation,NOUN,O
,of,ADP,O
,the,DET,O
,initially,ADV,O
,unconsolidated,ADV,O
,carbonate,NOUN,O
,mud,NOUN,O
,and,CCONJ,O
,debris,NOUN,O
,(,PUNCT,O
,Moore,PROPN,O
,",",PUNCT,O
,2001,NUM,O
,),PUNCT,O
,.,PUNCT,O
,compaction,NOUN,O
,and,CCONJ,O
,/,PUNCT,O
,or,CCONJ,O
,cementation,NOUN,O
,of,ADP,O
,the,DET,O
,initially,ADV,O
,unconsolidated,ADV,O
,carbonate,NOUN,O
,mud,NOUN,O
,and,CCONJ,O
,debris,NOUN,O
Sentence 60,Dolostone,NOUN,DFD
,is,AUX,O
,a,DET,O
,major,ADJ,O
,product,NOUN,GEN
,of,ADP,GEN
,diagenesis,NOUN,GEN
,.,PUNCT,O
Sentence 61,Carbonatites,NOUN,DFD
,are,AUX,O
,intrusive,ADV,O
,igneous,NOUN,O
,rocks,NOUN,GEN
,composed,VERB,O
,of,ADP,O
,60,NUM,O
,-,SYM,O
,90,NUM,O
,%,SYM,O
,carbonate,NOUN,O
,minerals,NOUN,O
,",",PUNCT,O
,chiefly,ADV,O
,calcite,NOUN,O
,.,PUNCT,O
,rocks,NOUN,O
Sentence 62,Pit,NOUN,DFD
,caves,NOUN,DFD
,are,AUX,O
,vertical,ADJ,O
,shafts,NOUN,GEN
,",",PUNCT,O
,1,NUM,O
,-,SYM,O
,2,NUM,O
,m,NOUN,O
,in,ADP,O
,diameter,NOUN,O
,and,CCONJ,O
,up,ADP,O
,to,ADP,O
,15,NUM,O
,m,NOUN,O
,deep,ADJ,O
,.,PUNCT,O
Sentence 63,Mogotes,NOUN,DFD
,are,AUX,O
,isolated,ADJ,O
,karst,NOUN,GEN
,towers,NOUN,GEN
,that,PRON,O
,rise,VERB,O
,from,ADP,O
,the,DET,O
,blanket,NOUN,O
,sands,NOUN,O
,in,ADP,O
,the,DET,O
,northern,ADJ,O
,section,NOUN,O
,.,PUNCT,O
Sentence 64,Fenglin,PROPN,DFD
,is,AUX,O
,an,DET,O
,extreme,ADJ,O
,form,NOUN,O
,of,ADP,O
,karst,NOUN,GEN
,that,PRON,O
,only,ADV,O
,develops,VERB,O
,where,ADV,O
,dissolution,NOUN,O
,rates,NOUN,O
,",",PUNCT,O
,tectonic,NOUN,O
,uplift,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,alluviation,NOUN,O
,maintain,VERB,O
,a,DET,O
,critical,ADJ,O
,balance,NOUN,O
,(,PUNCT,O
,Zhang,PROPN,O
,",",PUNCT,O
,1980,NUM,O
,),PUNCT,O
,.,PUNCT,O
Sentence 65,The,DET,O
,principal,ADJ,O
,surface,NOUN,O
,karst,NOUN,GEN
,landforms,NOUN,GEN
,are,AUX,O
,shapely,NOUN,O
,solution,NOUN,DFD
,dolines,NOUN,DFD
,",",PUNCT,O
,10,NUM,O
,-,SYM,O
,100,NUM,O
,m,NUM,O
,in,ADP,O
,diameter,NOUN,O
,and,CCONJ,O
,up,ADP,O
,to,ADP,O
,30,NUM,O
,m,NUM,O
,in,ADP,O
,depth,NOUN,O
,.,PUNCT,O
Sentence 66,Vertical,ADJ,DFD
,shafts,NOUN,DFD
,are,AUX,O
,common,ADJ,O
,underground,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,are,AUX,O
,often,ADV,O
,exposed,VERB,O
,at,ADP,O
,the,DET,O
,surface,NOUN,O
,",",PUNCT,O
,truncated,VERB,O
,by,ADP,O
,glaciation,NOUN,O
,and,CCONJ,O
,filled,VERB,O
,with,ADP,O
,shattered,VERB,O
,rock,NOUN,O
,and,CCONJ,O
,sediment,NOUN,O
,.,PUNCT,O
Sentence 67,The,DET,O
,term,NOUN,O
,sinkhole,NOUN,DFD
,is,AUX,O
,sometimes,ADV,O
,used,VERB,O
,to,PART,O
,refer,VERB,O
,both,CCONJ,O
,to,ADP,O
,dolines,NOUN,GEN
,(,PUNCT,O
,especially,ADV,O
,in,ADP,O
,North,PROPN,O
,America,PROPN,O
,and,CCONJ,O
,in,ADP,O
,the,DET,O
,engineering,NOUN,O
,literature,NOUN,O
,),PUNCT,O
,and,CCONJ,O
,to,ADP,O
,depressions,NOUN,GEN
,where,ADV,O
,streams,NOUN,O
,sink,VERB,O
,underground,ADV,O
,",",PUNCT,O
,which,PRON,O
,in,ADP,O
,Europe,PROPN,O
,are,AUX,O
,described,VERB,O
,by,ADP,O
,separate,ADJ,O
,terms,NOUN,O
,(,PUNCT,O
,including,VERB,O
,ponor,NOUN,O
,",",PUNCT,O
,swallow,NOUN,O
,hole,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,stream-sink,NOUN,O
,),PUNCT,O
,.,PUNCT,O
Sentence 68,Shakehole,NOUN,DFD
,is,AUX,O
,a,DET,O
,term,NOUN,O
,used,VERB,O
,in,ADP,O
,England,PROPN,O
,to,PART,O
,describe,VERB,O
,depressions,NOUN,GEN
,in,ADP,O
,bouldery,NOUN,O
,deposits,NOUN,O
,such,ADJ,O
,as,ADP,O
,glacial,ADJ,O
,drift,NOUN,O
,overlying,VERB,O
,limestone,NOUN,O
,.,PUNCT,O
Sentence 69,Collapse,NOUN,DFD
,refers,VERB,O
,to,ADP,O
,rapid,ADJ,O
,downward,ADJ,O
,movement,NOUN,GEN
,of,ADP,GEN
,the,DET,GEN
,ground,NOUN,GEN
,",",PUNCT,O
,whereas,SCONJ,O
,subsidence,NOUN,O
,refers,VERB,O
,to,ADP,O
,gradual,ADJ,O
,movement,NOUN,O
,",",PUNCT,O
,sometimes,ADV,O
,without,SCONJ,O
,even,ADV,O
,ripping,VERB,O
,the,DET,O
,surface,NOUN,O
,.,PUNCT,O
Sentence 70,Fovals,NOUN,DFD
,are,AUX,O
,brown-greyish,ADJ,O
,formations,NOUN,GEN
,that,PRON,O
,can,AUX,O
,be,AUX,O
,found,VERB,O
,in,ADP,O
,different,ADJ,O
,positions,NOUN,O
,in,ADP,O
,the,DET,O
,caves,NOUN,O
,",",PUNCT,O
,on,ADP,O
,the,DET,O
,floor,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,on,ADP,O
,the,DET,O
,rocky,ADJ,O
,walls,NOUN,O
,.,PUNCT,O
Sentence 71,Glacier,NOUN,O
,pseudokarst,NOUN,O
,also,ADV,O
,develops,VERB,O
,in,ADP,O
,debris,NOUN,O
,where,ADV,O
,buried,VERB,O
,ice,NOUN,O
,melts,VERB,O
,in,ADP,O
,situ,NOUN,O
,",",PUNCT,O
,developing,VERB,O
,closed,VERB,GEN
,depressions,NOUN,GEN
,",",PUNCT,O
,in,ADP,O
,isolation,NOUN,O
,known,VERB,O
,as,ADP,O
,',PUNCT,O
,kettle,NOUN,DFD
,holes,NOUN,DFD
,',PUNCT,O
,",",PUNCT,O
,or,CCONJ,O
,assembled,VERB,O
,into,ADP,O
,extensive,ADJ,O
,debris,NOUN,O
,pseudokarst,ADV,O
,hillocks,NOUN,O
,termed,VERB,O
,',PUNCT,O
,hummocky,NOUN,O
,moraine,NOUN,O
,',PUNCT,O
,.,PUNCT,O
Sentence 72,The,DET,O
,springs,NOUN,GEN
,in,ADP,O
,allogenic,ADJ,O
,karst,NOUN,O
,aquifers,NOUN,O
,are,AUX,O
,known,VERB,O
,as,ADP,O
,resurgences,NOUN,DFD
,",",PUNCT,O
,and,CCONJ,O
,are,AUX,O
,often,ADV,O
,characterized,VERB,O
,by,ADP,O
,substantial,ADJ,O
,variation,NOUN,O
,in,ADP,O
,water,NOUN,O
,quality,NOUN,O
,since,SCONJ,O
,they,PRON,O
,reflect,VERB,O
,the,DET,O
,changing,NOUN,O
,water,NOUN,O
,quality,NOUN,O
,of,ADP,O
,the,DET,O
,sinking,NOUN,O
,streams,NOUN,O
,.,PUNCT,O
Sentence 73,Autogenic,ADV,O
,karst,NOUN,O
,aquifers,NOUN,O
,feed,NOUN,O
,springs,NOUN,GEN
,known,VERB,O
,as,ADP,O
,exsurgences,NOUN,DFD
,.,PUNCT,O
Sentence 74,K,NOUN,DFD
,is,AUX,O
,a,DET,O
,term,NOUN,O
,describing,VERB,O
,the,DET,O
,occurrence,NOUN,O
,of,ADP,O
,swallow,NOUN,O
,holes,NOUN,O
,and,CCONJ,O
,fractures,NOUN,O
,.,PUNCT,O
Sentence 75,An,DET,O
,important,ADJ,O
,methodology,NOUN,GEN
,is,AUX,O
,the,DET,O
,EPIK,NOUN,DFD
,system,NOUN,DFD
,",",PUNCT,O
,developed,VERB,O
,in,ADP,O
,Switzerland,PROPN,O
,and,CCONJ,O
,intended,VERB,O
,particularly,ADV,O
,for,ADP,O
,use,NOUN,O
,in,ADP,O
,the,DET,O
,karst,NOUN,O
,of,ADP,O
,the,DET,O
,Jura,PROPN,O
,mountains,NOUN,O
,(,PUNCT,O
,Doerfliger,PROPN,O
,et,CCONJ,O
,al,X,O
,.,PUNCT,O
Sentence 76,The,DET,O
,smaller,ADJ,O
,numbers,NOUN,O
,of,ADP,O
,larger,ADJ,O
,islands,NOUN,O
,are,AUX,O
,clusters,NOUN,O
,of,ADP,O
,steep,ADJ,O
,limestone,NOUN,O
,hills,NOUN,O
,that,PRON,O
,are,AUX,O
,typical,ADJ,O
,of,ADP,O
,fengcong,PROPN,DFD
,karst,NOUN,DFD
,-,SYM,O
,fragments,NOUN,O
,of,ADP,O
,a,DET,O
,spectacular,ADJ,O
,karst,NOUN,GEN
,that,PRON,O
,had,AUX,O
,not,PART,O
,evolved,VERB,O
,through,ADV,O
,to,ADP,O
,the,DET,O
,fenglin,PROPN,O
,landforms,NOUN,O
,.,PUNCT,O
Sentence 77,A,DET,O
,paleocave,NOUN,DFD
,system,NOUN,DFD
,is,AUX,O
,defined,VERB,O
,as,ADP,O
,a,DET,O
,cave,NOUN,GEN
,system,NOUN,GEN
,that,PRON,O
,is,AUX,O
,no,ADV,O
,longer,ADV,O
,related,VERB,O
,in,ADP,O
,time,NOUN,O
,or,CCONJ,O
,space,NOUN,O
,to,ADP,O
,the,DET,O
,active,ADJ,O
,karst,NOUN,O
,system,NOUN,O
,that,PRON,O
,formed,VERB,O
,it,PRON,O
,(,PUNCT,O
,Loucks,PROPN,O
,",",PUNCT,O
,1999,NUM,O
,),PUNCT,O
,.,PUNCT,O
Sentence 78,A,DET,O
,paleocave,NOUN,DFD
,hydrocarbon,NOUN,DFD
,reservoir,NOUN,DFD
,is,AUX,O
,a,DET,O
,reservoir,NOUN,GEN
,where,ADV,O
,the,DET,O
,pore,NOUN,O
,network,NOUN,O
,consists,VERB,O
,of,ADP,O
,karst-related,NOUN,O
,cavernous,NOUN,O
,porosity,NOUN,O
,and,CCONJ,O
,/,PUNCT,O
,or,CCONJ,O
,of,ADP,O
,cave-collapse-related,NOUN,O
,interclast,NOUN,O
,and,CCONJ,O
,fracture,NOUN,O
,porosity,NOUN,O
,.,PUNCT,O
Sentence 79,The,DET,O
,phreatic,NOUN,DFD
,zone,NOUN,DFD
,is,AUX,O
,the,DET,O
,deep,ADJ,O
,portion,NOUN,GEN
,of,ADP,GEN
,an,DET,GEN
,aquifer,NOUN,GEN
,that,PRON,O
,does,AUX,O
,not,PART,O
,experience,VERB,O
,exchange,NOUN,O
,with,ADP,O
,stream,NOUN,O
,water,NOUN,O
,",",PUNCT,O
,in,ADP,O
,contrast,NOUN,O
,to,ADP,O
,the,DET,O
,hyporheic,NOUN,O
,zone,NOUN,O
,.,PUNCT,O
Sentence 80,The,DET,O
,arêtes,NOUN,DFD
,are,AUX,O
,naked,ADJ,O
,",",PUNCT,O
,reticulated,ADV,O
,",",PUNCT,O
,saw-topped,VERB,O
,ridges,NOUN,GEN
,with,ADP,GEN
,spires,NOUN,GEN
,",",PUNCT,O
,with,SCONJ,O
,practically,ADV,O
,vertical,ADJ,O
,side,NOUN,O
,slopes,NOUN,O
,c,NOUN,O
,.,PUNCT,O
,120,NUM,O
,m,NOUN,O
,high,ADJ,O
,.,PUNCT,O
Sentence 81,Microrills,NOUN,DFD
,are,AUX,O
,the,DET,O
,smallest,ADJ,O
,karren,NOUN,GEN
,form,NOUN,GEN
,showing,VERB,O
,a,DET,O
,distinctive,ADJ,O
,rilling,NOUN,O
,appearance,NOUN,O
,.,PUNCT,O
Sentence 82,Rainpits,NOUN,DFD
,are,AUX,O
,small,ADJ,O
,cup-like,NOUN,O
,hollows,NOUN,GEN
,",",PUNCT,O
,sub-circular,ADJ,O
,in,ADP,O
,plan,NOUN,O
,and,CCONJ,O
,nearly,ADV,O
,parabolic,ADV,O
,in,ADP,O
,cross,NOUN,O
,section,NOUN,O
,",",PUNCT,O
,whose,PRON,O
,diameter,NOUN,O
,ranges,VERB,O
,from,ADP,O
,0,NUM,O
,.,PUNCT,O
,5,NUM,O
,-,SYM,O
,5,NUM,O
,cm,NOUN,O
,and,CCONJ,O
,rarely,ADV,O
,exceed,VERB,O
,2,NUM,O
,cm,NOUN,O
,in,ADP,O
,depth,NOUN,O
,;,PUNCT,O
,they,PRON,O
,appear,VERB,O
,clustered,VERB,O
,in,ADP,O
,groups,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,even,ADV,O
,packed,VERB,O
,by,ADP,O
,coalescence,NOUN,O
,.,PUNCT,O
Sentence 83,Decantation,NOUN,DFD
,runnels,NOUN,DFD
,are,AUX,O
,rills,NOUN,GEN
,",",PUNCT,O
,which,PRON,O
,reduce,VERB,O
,in,ADP,O
,width,NOUN,O
,and,CCONJ,O
,depth,NOUN,O
,downslope,ADV,O
,because,SCONJ,O
,the,DET,O
,solvent,NOUN,O
,supply,NOUN,O
,is,AUX,O
,not,PART,O
,directly,ADV,O
,related,VERB,O
,to,ADP,O
,rainfall,NOUN,O
,",",PUNCT,O
,but,CCONJ,O
,corresponds,VERB,O
,to,ADP,O
,overspilling,NOUN,O
,stores,NOUN,O
,of,ADP,O
,water,NOUN,O
,",",PUNCT,O
,such,ADJ,O
,as,ADP,O
,moss,NOUN,O
,clumps,NOUN,O
,",",PUNCT,O
,small,ADJ,O
,snow,NOUN,O
,banks,NOUN,O
,",",PUNCT,O
,or,CCONJ,O
,soil,NOUN,O
,remnants,NOUN,O
,.,PUNCT,O
Sentence 84,The,DET,O
,term,NOUN,O
,',PUNCT,O
,cutters,NOUN,DFD
,',PUNCT,O
,is,AUX,O
,commonly,ADV,O
,used,VERB,O
,in,ADP,O
,North,PROPN,O
,America,PROPN,O
,as,ADP,O
,a,DET,O
,synonym,NOUN,O
,for,ADP,O
,grike,NOUN,O
,",",PUNCT,O
,although,SCONJ,O
,it,PRON,O
,is,AUX,O
,best,ADV,O
,applied,VERB,O
,to,ADP,O
,a,DET,O
,variety,NOUN,O
,of,ADP,O
,grike,NOUN,O
,that,PRON,O
,develops,VERB,O
,beneath,ADP,O
,soil,NOUN,O
,cover,NOUN,O
,.,PUNCT,O
Sentence 85,The,DET,O
,term,NOUN,O
,',PUNCT,O
,cutters,NOUN,O
,',PUNCT,O
,is,AUX,O
,commonly,ADV,O
,used,VERB,O
,in,ADP,O
,North,PROPN,O
,America,PROPN,O
,as,ADP,O
,a,DET,O
,synonym,NOUN,O
,for,ADP,O
,grike,NOUN,DFD
,",",PUNCT,O
,although,SCONJ,O
,it,PRON,O
,is,AUX,O
,best,ADV,O
,applied,VERB,O
,to,ADP,O
,a,DET,O
,variety,NOUN,O
,of,ADP,O
,grike,NOUN,O
,that,PRON,O
,develops,VERB,O
,beneath,ADP,O
,soil,NOUN,O
,cover,NOUN,O
,.,PUNCT,O
Sentence 86,Karst,NOUN,DFD
,is,AUX,O
,terrain,NOUN,GEN
,with,ADP,O
,distinctive,ADJ,O
,hydrology,NOUN,O
,and,CCONJ,O
,landforms,NOUN,O
,arising,VERB,O
,from,ADP,O
,the,DET,O
,combination,NOUN,O
,of,ADP,O
,high,ADJ,O
,rock,NOUN,O
,solubility,NOUN,O
,and,CCONJ,O
,well-developed,ADV,O
,solution,NOUN,O
,channel,NOUN,O
,(,PUNCT,O
,secondary,ADJ,O
,),PUNCT,O
,porosity,NOUN,O
,underground,ADV,O
,.,PUNCT,O
Sentence 87,Aragonite,NOUN,DFD
,is,AUX,O
,a,DET,O
,main,ADJ,O
,speleothem,NOUN,O
,mineral,NOUN,GEN
,in,ADP,O
,some,DET,O
,parts,NOUN,O
,of,ADP,O
,the,DET,O
,cave,NOUN,O
,",",PUNCT,O
,often,ADV,O
,in,ADP,O
,association,NOUN,O
,with,ADP,O
,calcite,NOUN,O
,.,PUNCT,O
Sentence 88,Halite,NOUN,DFD
,is,AUX,O
,known,VERB,O
,to,PART,O
,form,VERB,O
,seeping,VERB,O
,water,NOUN,O
,speleothems,NOUN,O
,such,ADJ,O
,as,ADP,O
,crusts,NOUN,O
,",",PUNCT,O
,hair,NOUN,O
,",",PUNCT,O
,cotton,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,flowers,NOUN,O
,",",PUNCT,O
,and,CCONJ,O
,dripping,VERB,O
,water,NOUN,O
,speleothems,NOUN,O
,such,ADJ,O
,as,ADP,O
,stalactites,NOUN,O
,and,CCONJ,O
,stalagmites,NOUN,O
,.,PUNCT,O
Sentence 89,A,DET,O
,spectacular,ADJ,O
,form,NOUN,O
,of,ADP,O
,gypsum,NOUN,GEN
,is,AUX,O
,',PUNCT,DFD
,chandelier,NOUN,DFD
,',PUNCT,DFD
,stalactites,NOUN,DFD
,",",PUNCT,O
,such,ADJ,O
,as,ADP,O
,those,PRON,O
,that,PRON,O
,occur,VERB,O
,in,ADP,O
,Lechuguilla,PROPN,O
,Cave,PROPN,O
,",",PUNCT,O
,New,PROPN,O
,Mexico,PROPN,O
,.,PUNCT,O
Sentence 90,The,DET,O
,caves,NOUN,DFD
,are,AUX,O
,the,DET,O
,world,NOUN,O
,',PART,O
,s,PART,O
,largest,ADJ,O
,known,VERB,O
,examples,NOUN,O
,of,ADP,GEN
,',PUNCT,O
,flank-margin,NOUN,DFD
,caves,NOUN,O
,',PUNCT,O
,",",PUNCT,O
,a,DET,O
,type,NOUN,GEN
,of,ADP,O
,cave,NOUN,GEN
,that,PRON,O
,develops,VERB,O
,in,ADP,O
,carbonate,NOUN,O
,coastlines,NOUN,O
,as,ADP,O
,a,DET,O
,result,NOUN,O
,of,ADP,O
,sea-water,NOUN,O
,and,CCONJ,O
,freshwater,NOUN,O
,mixing,NOUN,O
,inside,ADP,O
,the,DET,O
,coastline,NOUN,O
,.,PUNCT,O
,coastlines,NOUN,O
,sea-water,NOUN,O
,freshwater,NOUN,O
Sentence 91,Morphometry,NOUN,DFD
,is,AUX,O
,the,DET,O
,measurement,NOUN,GEN
,and,CCONJ,GEN
,analysis,NOUN,GEN
,of,ADP,O
,form,NOUN,O
,(,PUNCT,O
,shape,NOUN,O
,),PUNCT,O
,.,PUNCT,O
Sentence 92,The,DET,O
,outstanding,ADJ,O
,landforms,NOUN,GEN
,are,AUX,O
,dissolutional,NOUN,DFD
,corridors,NOUN,DFD
,(,PUNCT,O
,',PUNCT,O
,streets,NOUN,O
,',PUNCT,O
,),PUNCT,O
,in,ADP,O
,the,DET,O
,limestone,NOUN,O
,that,PRON,O
,follow,VERB,O
,major,ADJ,O
,vertical,ADJ,O
,fractures,NOUN,O
,created,VERB,O
,by,ADP,O
,the,DET,O
,doming,NOUN,O
,(,PUNCT,O
,Brook,PROPN,O
,&,CCONJ,O
,Ford,PROPN,O
,",",PUNCT,O
,1978,NUM,O
,),PUNCT,O
,.,PUNCT,O
Sentence 93,Paleokarst,NOUN,DFD
,is,AUX,O
,a,DET,O
,worldwide,ADJ,O
,phenomenon,NOUN,GEN
,that,PRON,O
,is,AUX,O
,found,VERB,O
,on,ADP,O
,all,DET,O
,continents,NOUN,O
,",",PUNCT,O
,including,VERB,O
,Antarctica,PROPN,O
,",",PUNCT,O
,and,CCONJ,O
,in,ADP,O
,the,DET,O
,geological,ADJ,O
,record,NOUN,O
,from,ADP,O
,the,DET,O
,early,ADJ,O
,Proterozoic,NOUN,O
,to,ADP,O
,the,DET,O
,Holocene,NOUN,O
,.,PUNCT,O
Sentence 94,Caves,NOUN,DFD
,without,ADP,DFD
,roofs,NOUN,DFD
,are,AUX,O
,an,DET,O
,important,ADJ,O
,paleokarst,NOUN,GEN
,landform,NOUN,GEN
,which,PRON,O
,has,AUX,O
,only,ADV,O
,recently,ADV,O
,attracted,VERB,O
,scientific,ADJ,O
,attention,NOUN,O
,.,PUNCT,O
Sentence 95,Paleokarst,NOUN,DFD
,aquifers,NOUN,DFD
,are,AUX,O
,important,ADJ,O
,sources,NOUN,O
,of,ADP,O
,water,NOUN,O
,and,CCONJ,O
,can,AUX,O
,present,VERB,O
,a,DET,O
,significant,ADJ,O
,flooding,NOUN,O
,hazard,NOUN,O
,to,ADP,O
,underground,ADJ,O
,mining,NOUN,O
,operations,NOUN,O
,.,PUNCT,O
,underground,ADJ,O
,mining,NOUN,O
,operations,NOUN,O
Sentence 96,Palynology,NOUN,DFD
,",",PUNCT,O
,the,DET,O
,study,NOUN,GEN
,of,ADP,GEN
,microscopic,ADJ,GEN
,organic,ADJ,GEN
,matter,NOUN,GEN
,known,VERB,O
,as,ADP,O
,palynomorphs,NOUN,O
,(,PUNCT,O
,Traverse,PROPN,O
,",",PUNCT,O
,1988,NUM,O
,),PUNCT,O
,",",PUNCT,O
,offers,VERB,O
,enormous,ADJ,O
,potential,NOUN,O
,in,ADP,O
,karst,NOUN,O
,research,NOUN,O
,since,SCONJ,O
,it,PRON,O
,can,AUX,O
,provide,VERB,O
,important,ADJ,O
,evidence,NOUN,O
,about,ADP,O
,ancient,ADJ,O
,environments,NOUN,O
,.,PUNCT,O
Sentence 97,Palynology,NOUN,DFD
